OBJECTID,parcel_py_PARCEL,parcel_py_PARCEL_NBR,parcel_py_ACRE,LAndBAnkTop100CSVUpdate_csv_PAR,LAndBAnkTop100CSVUpdate_csv_ACR,LAndBAnkTop100CSVUpdate_csv_OWN,LAndBAnkTop100CSVUpdate_csv_Add,LAndBAnkTop100CSVUpdate_csv_NUM,LAndBAnkTop100CSVUpdate_csv_DIR,LAndBAnkTop100CSVUpdate_csv_ST_,LAndBAnkTop100CSVUpdate_csv_SUF,LAndBAnkTop100CSVUpdate_csv_MIS,LAndBAnkTop100CSVUpdate_csv_CIT,LAndBAnkTop100CSVUpdate_csv_STA,LAndBAnkTop100CSVUpdate_csv_ZIP,LAndBAnkTop100CSVUpdate_csv_DEL,LAndBAnkTop100CSVUpdate_csv_VAC,LAndBAnkTop100CSVUpdate_csv_LAN,LAndBAnkTop100CSVUpdate_csv_ORI,LAndBAnkTop100CSVUpdate_csv_Sub,LAndBAnkTop100CSVUpdate_csv_Tax,LAndBAnkTop100CSVUpdate_csv_Sch,LAndBAnkTop100CSVUpdate_csv_UGD,LAndBAnkTop100CSVUpdate_csv_UGA,LAndBAnkTop100CSVUpdate_csv_Pla,LAndBAnkTop100CSVUpdate_csv_Map,LAndBAnkTop100CSVUpdate_csv_Use,LAndBAnkTop100CSVUpdate_csv_App,LAndBAnkTop100CSVUpdate_csv_A_1,LAndBAnkTop100CSVUpdate_csv_Rem,LAndBAnkTop100CSVUpdate_csv_R_1,LAndBAnkTop100CSVUpdate_csv_Unb,LAndBAnkTop100CSVUpdate_csv_R_2,LAndBAnkTop100CSVUpdate_csv_Bui,LAndBAnkTop100CSVUpdate_csv_Hom,LAndBAnkTop100CSVUpdate_csv_Res,LAndBAnkTop100CSVUpdate_csv_Sum,LAndBAnkTop100CSVUpdate_csv_Mea,LAndBAnkTop100CSVUpdate_csv_R_3,LAndBAnkTop100CSVUpdate_csv_B_1,LAndBAnkTop100CSVUpdate_csv_H_1,LAndBAnkTop100CSVUpdate_csv_S_1,LAndBAnkTop100CSVUpdate_csv_M_1,LAndBAnkTop100CSVUpdate_csv_Lot,LAndBAnkTop100CSVUpdate_csv_Ran,LAndBAnkTop100CSVUpdate_csv_R_4,LAndBAnkTop100CSVUpdate_csv_P_1,LAndBAnkTop100CSVUpdate_csv_Dem,LAndBAnkTop100CSVUpdate_csv_Und,LAndBAnkTop100CSVUpdate_csv_Flo,LAndBAnkTop100CSVUpdate_csv_His,LAndBAnkTop100CSVUpdate_csv_Soi,Shape__Area,Shape__Length
1275,208212,208212,0.141348155534629,208212,0.141348,WYANDOTTE COUNTY LANDBANK,1935 N 27TH ST ,1935,N,27TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R50965,CHELSEA PARK WEST HALF B3,10,500,4,1,51,6157.126,Residential highest and best use,270,0,<Null>,<Null>,<Null>,11,<Null>,<Null>,86,2669740,31043.48837,0.998,0,0,0.897,0.693,0.44825,313,,208212,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6157.12567138672,348.144159945334
1276,068848,68848,0.146470300567526,68848,0.14647,WYANDOTTE COUNTY LANDBANK,1970  FRANKLIN AVE ,1970,,FRANKLIN,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R50659,CHELSEA PLACE,10,500,4,1,50,6380.246,Residential highest and best use,270,0,<Null>,<Null>,<Null>,6,<Null>,<Null>,71,1971600,27769.01409,0.974,0,0,0.779,0.641,0.421,380,,68848,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6380.24627685547,349.937996487371
1277,068823,68823,0.106565222991618,68823,0.106565,WYANDOTTE COUNTY LANDBANK,1952  GARFIELD AVE ,1952,,GARFIELD,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R50629,CHELSEA PLACE,10,500,4,1,33.5,4641.981,Residential highest and best use,240,0,<Null>,<Null>,<Null>,6,<Null>,<Null>,76,2166790,28510.39474,0.974,0,0,0.823,0.653,0.428,358,,68823,2001,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4641.98107910156,344.787283007179
1278,068779,68779,0.173033744270963,68779,0.173034,WYANDOTTE COUNTY LANDBANK,1966  TROUP AVE ,1966,,TROUP,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R50474,CHELSEA PLACE,10,500,4,1,49.67,7537.35,Residential highest and best use,280,0,<Null>,<Null>,<Null>,5,<Null>,<Null>,64,1870010,29218.90625,0.939,0,0,0.757,0.664,0.412375,417,,68779,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",7537.34985351563,380.702485989406
1279,115561,115561,0.3407987968616,115561,0.340799,WYANDOTTE COUNTY LANDBANK,3043  HIAWATHA ST ,3043,,HIAWATHA,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6176,CISSNA PLACE,10,500,1,1,100,14845.196,Residential highest and best use,350,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,49,311950,6366.326531,0,0,0,0.178,0.135,0.039125,2153,,115561,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",14845.1955566406,498.385879290031
1280,140627,140627,0.0708318091432,140627,0.070832,WYANDOTTE COUNTY LANDBANK,1943 N 6TH ST ,1943,N,6TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43161,SUNNYSIDE,10,500,1,1,25,3085.434,Residential highest and best use,210,0,LBHD,6,<Null>,0,<Null>,<Null>,47,216000,4595.744681,0,0,0,0.098,0.053,0.018875,2254,,140627,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3085.43359375,294.750117470699
1281,115261,115261,0.0656782750196207,115261,0.065678,WYANDOTTE COUNTY LANDBANK,1352  WEBSTER AVE ,1352,,WEBSTER,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6456,MARIE PLACE,10,500,1,1,25,2860.946,Residential highest and best use,210,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,49,285030,5816.938776,0,0,0,0.16,0.108,0.0335,2171,,115261,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",2860.94573974609,278.067259706708
1282,115264,115264,0.194110197593382,115264,0.19411,WYANDOTTE COUNTY LANDBANK,1336  WEBSTER AVE ,1336,,WEBSTER,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6460,MARIE PLACE,10,500,1,1,75,8455.44,Residential highest and best use,290,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,53,415340,7836.603774,0,0,0,0.25,0.202,0.0565,2062,,115264,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",8455.44024658203,375.985171209191
1283,140633,140633,0.0708091774410374,140633,0.070809,WYANDOTTE COUNTY LANDBANK,1931 N 6TH ST ,1931,N,6TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43166,SUNNYSIDE,10,500,1,1,25,3084.448,Residential highest and best use,210,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,33,178040,5395.151515,0,0,0,0.073,0.091,0.0205,2239,,140633,2005,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3084.44781494141,293.56228858109
1284,157404,157404,0.156503748744215,157404,0.156504,WYANDOTTE COUNTY LANDBANK,2500 N 10TH ST ,2500,N,10TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R1043,WESTERN HIGHLANDS B5-6,10,500,1,1,50,6817.303,Residential highest and best use,270,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,72,1949370,27074.58333,0.576,0,0,0.775,0.626,0.319125,858,,157404,2002,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6817.30334472656,357.79691571443
1285,156917,156917,0.083070303226028,156917,0.08307,WYANDOTTE COUNTY LANDBANK,1137  GEORGIA AVE ,1137,,GEORGIA,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R936,"WESTERN HIGHLANDS RES B7,14",10,500,1,1,30,3618.542,Residential highest and best use,230,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,84,1431370,17040.11905,0.866,0,0,0.632,0.44,0.3505,732,,156917,2003,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3618.54248046875,310.090591097132
1286,115830,115830,0.0737280633197431,115830,0.073728,WYANDOTTE COUNTY LANDBANK,2529 N 17TH ST ,2529,N,17TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R7992,GLENWOOD,10,500,1,1,40,3211.594,Residential highest and best use,220,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,96,1822970,18989.27083,0.76,0,0,0.742,0.472,0.34175,777,,115830,2003,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3211.59442138672,243.958934116875
1287,094524,94524,0.424923882626074,94524,0.424924,WYANDOTTE COUNTY LANDBANK,116  QUINDARO BLVD ,116,,QUINDARO,BLVD,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2733,EDGERTON PLACE B7-19,10,500,1,1,150,18509.684,Residential highest and best use,390,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,63,64350,1021.428571,0.317,0,0,0.023,0.005,0.08275,1965,,94524,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",18509.6844482422,547.605069380106
1288,098949,98949,0.101895245283004,98949,0.101895,WYANDOTTE COUNTY LANDBANK,1832 N 13TH ST ,1832,N,13TH,ST,,KANSAS CITY,KS,66104,Y,Y,<Null>,R44478,ASHLEY PLACE,10,500,4,1,33.33,4438.557,Residential highest and best use,240,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,68,1544820,22717.94118,0,0,0,0.667,0.559,0.15325,1649,,98949,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",4438.55676269531,316.147027446571
1289,056652,56652,0.129634479601857,56652,0.129634,WYANDOTTE COUNTY LANDBANK,316 N 34TH ST ,316,N,34TH,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R55015,GRANDVIEW ORCHARD,10,500,4,1,50,5646.878,Residential highest and best use,730,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,71,3024290,42595.6338,0.76,0,0,0.929,0.823,0.409,433,,56652,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",5646.87786865234,325.727928898416
1290,140681,140681,0.100058620157868,140681,0.100059,WYANDOTTE COUNTY LANDBANK,624  GARFIELD AVE ,624,,GARFIELD,AVE,,KANSAS CITY,KS,66101,<Null>,<Null>,<Null>,R43075,SUNNYSIDE,10,500,1,1,33.3,4358.553,Residential highest and best use,240,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,74,546340,7382.972973,0,0,0,0.324,0.181,0.063125,2030,,140681,2018,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4358.55340576172,314.073871736844
1291,109863,109863,0.0889182912337296,109863,0.088918,WYANDOTTE COUNTY LANDBANK,1933 N THOMPSON ST ,1933,N,THOMPSON,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R42622,FOWLER PARK,10,500,4,1,33,3873.281,Residential highest and best use,230,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,86,1140160,13257.67442,0.866,0,0,0.541,0.357,0.32875,824,,109863,2003,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3873.28082275391,311.73833813597
1292,163465,163465,0.156355199737121,163465,0.156355,WYANDOTTE COUNTY LANDBANK,2613  QUINDARO BLVD ,2613,,QUINDARO,BLVD,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R7066,KENWOOD,10,500,4,1,60,6810.833,Residential highest and best use,270,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,71,1725830,24307.46479,0.317,0,0,0.719,0.585,0.24225,1201,,163465,2001,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6810.83258056641,350.935222765807
1293,066197,66197,0.217441623553004,66197,0.217442,WYANDOTTE COUNTY LANDBANK,2601  NEW JERSEY AVE ,2601,,NEW JERSEY,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R51662,CHELSEA,10,500,4,1,125,9471.757,Residential highest and best use,300,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,58,2011720,34684.82759,0.76,0,0,0.79,0.745,0.381875,568,,66197,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",9471.75714111328,398.607038209395
1294,066164,66164,0.140751462904682,66164,0.140751,WYANDOTTE COUNTY LANDBANK,2510  FREEMAN AVE ,2510,,FREEMAN,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R51987,CHELSEA,10,500,4,1,50,6131.134,Residential highest and best use,270,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,53,1945620,36709.81132,0.76,0,0,0.774,0.767,0.382625,564,,66164,2001,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6131.13372802734,350.41968571416
1295,212814,212814,0.128483186713682,212814,0.128483,WYANDOTTE COUNTY LANDBANK,120 S 13TH ST ,120,S,13TH,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R58800,BOSTON PLACE ANNEX B2,10,500,2,2,45,5596.728,Residential highest and best use,690,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,85,2662980,31329.17647,0.317,0,0,0.895,0.697,0.27825,1035,,212814,1995,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",5596.72760009766,340.376629480214
1296,069524,69524,0.0980959371733141,69524,0.098096,WYANDOTTE COUNTY LANDBANK,29 S 11TH ST ,29,S,11TH,ST,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R58308,MOUNT PANORAMA,10,500,2,2,50,4273.059,Residential highest and best use,610,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,101,3217420,31855.64356,0.76,0,0,0.944,0.706,0.39625,493,,69524,2006,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4273.05902099609,270.931173841228
1297,298017,298017,0.137078140386059,298017,0.137078,WYANDOTTE COUNTY LANDBANK,1126  RIVERVIEW AVE ,1126,,RIVERVIEW,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R48493,VILLAGE OF FOUNTAINS,10,500,2,2,50.02,5971.124,Residential highest and best use,860,0,LBHD,31,<Null>,1,<Null>,<Null>,33,1220220,36976.36364,0.317,0,0,0.569,0.771,0.24675,1185,,298017,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",5971.12371826172,338.243250942098
1298,154772,154772,0.0715936685020342,154772,0.071594,WYANDOTTE COUNTY LANDBANK,667  METROPOLITAN AVE ,667,,METROPOLITAN,AVE,,KANSAS CITY,KS,66103,<Null>,Y,<Null>,R61371,POTOMAC HEIGHTS,10,500,3,2,50,3118.62,Residential highest and best use,840,0,LBHD,0,<Null>,1,<Null>,<Null>,6,57940,9656.666667,0.317,0,0,0.021,0.261,0.1145,1844,,154772,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",3118.62017822266,224.938323692677
1299,154913,154913,0.18917695774033,154913,0.189177,WYANDOTTE COUNTY LANDBANK,1887 S 6TH ST ,1887,S,6TH,ST,,KANSAS CITY,KS,66103,<Null>,Y,<Null>,R62901,CENTER,10,500,3,2,75,8240.548,Residential highest and best use,530,0,LBHD,0,<Null>,0,<Null>,<Null>,29,506430,17463.10345,0,0,0,0.302,0.445,0.093375,1936,,154913,<Null>,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",8240.54833984375,369.744577256192
1300,126520,126520,0.143103778331554,126520,0.143104,WYANDOTTE COUNTY LANDBANK,2216 S 9TH ST ,2216,S,9TH,ST,,KANSAS CITY,KS,66105,<Null>,Y,<Null>,R64363,ASKEWS SUB,10,500,3,2,50,6233.601,Residential highest and best use,490,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,38,1522230,40058.68421,0.317,0,0,0.658,0.8,0.2615,1115,,126520,<Null>,<Null>,<Null>,<Null>,"Gosport-Sogn complex, 7 to 35 percent slopes",6233.6005859375,354.548236944497
1301,126373,126373,0.160724333104957,126373,0.160724,WYANDOTTE COUNTY LANDBANK,2110 S BOEKE ST ,2110,S,BOEKE,ST,,KANSAS CITY,KS,66103,Y,Y,<Null>,R64346,SAUER HIGHLANDS,10,500,3,2,50,7001.152,Residential highest and best use,1020,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,43,1737990,40418.37209,0,0,0,0.72,0.803,0.190375,1474,,126373,<Null>,<Null>,<Null>,<Null>,"Gosport-Sogn complex, 7 to 35 percent slopes",7001.15191650391,379.865543274671
1302,130504,130504,0.239384911071685,130504,0.239385,WYANDOTTE COUNTY LANDBANK,2831  GLENROSE LN ,2831,,GLENROSE,LN,,KANSAS CITY,KS,66106,Y,Y,<Null>,R69865,GLENROSE ESTATES,10,500,3,2,80,10427.607,Residential highest and best use,4920,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,35,2151360,61467.42857,0,0,0,0.819,0.904,0.215375,1336,,130504,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 8 to 15 percent slopes",10427.6067504883,424.234335381748
1303,000214,214,0.649191712040849,214,0.649192,WYANDOTTE COUNTY LANDBANK,2930 N 59TH ST ,2930,N,59TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R14665,BRUNE HEIGHTS,10,500,1,1,100,28278.791,Residential highest and best use,16910,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,16,1073100,67068.75,0,0,0,0.519,0.923,0.18025,1528,,214,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",28278.7909545898,782.326992145062
1304,114589,114589,0.0731109787528069,114589,0.073111,WYANDOTTE COUNTY LANDBANK,2822 N 12TH ST ,2822,N,12TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6545,BOULEVARD HEIGHTS,10,500,1,1,25,3184.714,Residential highest and best use,220,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,58,744800,12841.37931,0.576,0,0,0.397,0.345,0.23675,1233,,114589,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3184.71411132813,304.2354273628
1305,106636,106636,0.243977432356012,106636,0.243977,WYANDOTTE COUNTY LANDBANK,3017 N 12TH ST ,3017,N,12TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R513,BOULEVARD PARK,10,500,1,1,100,10627.657,Residential highest and best use,310,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,66,489260,7413.030303,0,0,0,0.291,0.183,0.05925,2051,,106636,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 12 to 18 percent slopes",10627.6569824219,413.494776254028
1306,115283,115283,0.131216740411688,115283,0.131217,WYANDOTTE COUNTY LANDBANK,1361  WEBSTER AVE ,1361,,WEBSTER,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6481,MARIE PLACE,10,500,1,1,50,5715.801,Residential highest and best use,260,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,50,718610,14372.2,0.317,0,0,0.39,0.379,0.175375,1546,,115283,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",5715.80126953125,329.309190075595
1307,140523,140523,0.069125826268803,140523,0.069126,WYANDOTTE COUNTY LANDBANK,1923 N HALLOCK ST ,1923,N,HALLOCK,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43111,WALNUT PARK,10,500,1,1,25,3011.121,Residential highest and best use,210,0,LBHD,6,<Null>,0,<Null>,<Null>,25,186250,7450,0,0,0,0.077,0.184,0.032625,2176,,140523,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3011.12103271484,294.729350584792
1308,115777,115777,0.0630249572028958,115777,0.063025,WYANDOTTE COUNTY LANDBANK,1817  QUINDARO BLVD ,1817,,QUINDARO,BLVD,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R7358,BROWNES PARK,10,500,1,1,25,2745.367,Residential highest and best use,210,0,LBHD,0,<Null>,2,<Null>,<Null>,48,430400,8966.666667,0.576,0,0,0.262,0.245,0.207375,1385,,115777,2000,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",2745.36712646484,280.376176881339
1309,095825,95825,0.195369960077384,95825,0.19537,WYANDOTTE COUNTY LANDBANK,2706 N 5TH ST ,2706,N,5TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2456,BEACON HILL,300,500,1,1,75,8510.315,Residential highest and best use,290,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,15,682180,45478.66667,0,0,0,0.376,0.84,0.152,1656,,95825,2008,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",8510.3154296875,376.644938276643
1310,094665,94665,0.0781816959557286,94665,0.078182,WYANDOTTE COUNTY LANDBANK,2053  SPRINGFIELD BLVD ,2053,,SPRINGFIELD,BLVD,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2875,EDGERTON PLACE B7-19,10,500,1,1,27,3405.595,Residential highest and best use,220,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,64,832040,13000.625,0.76,0,0,0.426,0.349,0.286875,1000,,94665,2002,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3405.59466552734,303.482659984834
1311,080671,80671,0.152768905285548,80671,0.152769,WYANDOTTE COUNTY LANDBANK,936  NEW JERSEY AVE ,936,,NEW JERSEY,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R45204,WYANDOTTE CITY,10,500,4,1,50,6654.614,Residential highest and best use,270,0,LBHD,10,<Null>,1,<Null>,<Null>,48,479990,9999.791667,0.317,0,0,0.288,0.268,0.14875,1671,,80671,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6654.61352539063,366.077690034658
1312,111229,111229,0.119771815389584,111229,0.119772,WYANDOTTE COUNTY LANDBANK,2032 N 7TH ST ,2032,N,7TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2257,ELIZABETH,10,500,1,1,50,5217.26,Residential highest and best use,260,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,85,1351800,15903.52941,0.576,0,0,0.607,0.417,0.272,1067,,111229,1997,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",5217.26019287109,313.506060110369
1313,095048,95048,0.0704795137943487,95048,0.07048,WYANDOTTE COUNTY LANDBANK,803  PARALLEL AVE ,803,,PARALLEL,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R42971,BRIGHTON HILL,10,500,1,1,32,3070.088,Residential highest and best use,210,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,78,1129130,14476.02564,0.576,0,0,0.535,0.381,0.2585,1134,,95048,1999,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3070.08764648438,284.542312515154
1314,095143,95143,0.0697070228273707,95143,0.069707,WYANDOTTE COUNTY LANDBANK,1943 N 7TH ST ,1943,N,7TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43049,BRIGHTON HILL,10,500,1,1,30,3036.438,Residential highest and best use,210,0,LBHD,6,<Null>,2,<Null>,<Null>,64,642610,10040.78125,0.576,0,0,0.362,0.272,0.22325,1300,,95143,1996,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3036.43792724609,264.102056887787
1315,140526,140526,0.101025978009393,140526,0.101026,WYANDOTTE COUNTY LANDBANK,1931 N HALLOCK ST ,1931,N,HALLOCK,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43108,WALNUT PARK,10,500,1,1,37.5,4400.692,Residential highest and best use,60,0,LBHD,0,<Null>,1,<Null>,<Null>,35,282900,8082.857143,0.317,0,0,0.158,0.215,0.125875,1798,,140526,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4400.69158935547,318.048519695105
1316,081136,81136,0.231111342272156,81136,0.231111,WYANDOTTE COUNTY LANDBANK,917  NEW JERSEY AVE ,917,,NEW JERSEY,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R45360,WYANDOTTE CITY,10,500,4,1,75,10067.21,Residential highest and best use,300,0,LBHD,10,<Null>,2,<Null>,<Null>,54,384300,7116.666667,0.576,0,0,0.228,0.169,0.193625,1457,,81136,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",10067.2100830078,418.36831681351
1317,082352,82352,0.0803584609527514,82352,0.080358,WYANDOTTE COUNTY LANDBANK,837  FREEMAN AVE ,837,,FREEMAN,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43449,WYANDOTTE CITY,10,500,4,1,25,3500.415,Residential highest and best use,220,0,LBHD,10,<Null>,0,<Null>,<Null>,39,150800,3866.666667,0,0,0,0.047,0.034,0.010125,2314,,82352,2003,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3500.41448974609,325.422057339914
1318,111402,111402,0.156470385232169,111402,0.15647,WYANDOTTE COUNTY LANDBANK,609  QUINDARO BLVD ,609,,QUINDARO,BLVD,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2102,FLORENCE PLACE,10,500,1,1,40,6815.85,Residential highest and best use,270,0,LBHD,6,<Null>,3,<Null>,<Null>,64,774170,12096.40625,0.76,0,0,0.406,0.326,0.2815,1026,,111402,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6815.85003662109,421.95547173683
1319,111492,111492,0.0801711561637741,111492,0.080171,WYANDOTTE COUNTY LANDBANK,2107 N 7TH ST ,2107,N,7TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2088,FLORENCE PLACE,10,500,1,1,33.33,3492.256,Residential highest and best use,220,0,LBHD,6,<Null>,3,<Null>,<Null>,69,1149110,16653.76812,0.76,0,0,0.546,0.434,0.3125,893,,111492,2002,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3492.25555419922,283.219594287431
1320,081235,81235,0.140324386110108,81235,0.140324,WYANDOTTE COUNTY LANDBANK,1061  WALKER AVE ,1061,,WALKER,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R45238,WYANDOTTE CITY,10,500,4,1,50,6112.53,Residential highest and best use,270,0,LBHD,0,<Null>,0,<Null>,<Null>,54,154800,2866.666667,0,0,0,0.05,0.02,0.00875,2326,,81235,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6112.53021240234,351.385996633024
1321,159823,159823,0.0995354507572978,159823,0.099535,WYANDOTTE COUNTY LANDBANK,2112 N 22ND ST ,2112,N,22ND,ST,,KANSAS CITY,KS,66104,Y,Y,<Null>,R7845,CROWN HEIGHTS,10,500,4,1,45.5,4335.764,Residential highest and best use,240,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,65,1665390,25621.38462,0.317,0,0,0.702,0.604,0.2425,1200,,159823,1996,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",4335.76422119141,283.717186033151
